,metor
0,0.15873015873015875
1,0.5387931034482758
2,0.1968503937007874
3,0.3867676102699144
4,0.18253968253968256
5,0.6346938775510204
6,0.263381806930693
7,0.23641725396111368
8,0.4056437389770723
9,0.20161290322580647
10,0.418061755952381
11,0.0
12,0.1923076923076923
13,0.038461538461538464
14,0.0892857142857143
15,0.06211180124223602
16,0.15503875968992248
17,0.3077682685977617
18,0.13793103448275865
19,0.4962546816479401
20,0.1904761904761905
21,0.4440461967343689
22,0.3428571428571429
23,0.1
24,0.1965811965811966
25,0.15267175572519082
26,0.07142857142857144
27,0.35119569300112685
28,0.10752688172043011
29,0.1234567901234568
30,0.20491803278688528
31,0.18750000000000003
32,0.6465763875643716
33,0.5298543028322441
34,0.613425925925926
35,0.13888888888888887
36,0.2818181818181818
37,0.47024404167261313
38,0.4523107177974434
39,0.0
40,0.3757440476190476
41,0.4417256289308176
42,0.03937007874015749
43,0.41802832244008714
44,0.09433962264150945
45,0.08403361344537816
46,0.21034729681346223
47,0.10489510489510492
48,0.06410256410256411
49,0.125
50,0.37555850742663927
51,0.12195121951219513
52,0.2222222222222222
53,0.18564356435643564
54,0.0
55,0.22682926829268293
56,0.6332571138211383
57,0.38448275862068965
58,0.5476190476190478
59,0.26382978723404255
60,0.8175366370702633
61,0.16666666666666669
62,0.04566210045662101
63,0.29523809523809524
64,0.25841750841750843
65,0.4072580645161291
66,0.7212182061579652
67,0.17045454545454547
68,0.33938172043010756
69,0.24811218985976266
70,0.08474576271186442
71,0.26548672566371684
72,0.04132231404958678
73,0.15151515151515152
74,0.3287760416666667
75,0.3995253164556962
76,0.23809523809523808
77,0.15748031496062992
78,0.22516048672990321
79,0.11363636363636363
80,0.2861538461538462
81,0.0228310502283105
82,0.0
83,0.13661202185792348
84,0.397860962566845
85,0.0
86,0.32206632653061223
87,0.2929133858267717
88,0.1801801801801802
89,0.630952380952381
90,0.09523809523809525
91,0.08547008547008547
92,0.07092198581560283
93,0.20495129870129872
94,0.16666666666666666
95,0.556930693069307
96,0.05813953488372092
97,0.2382060831781502
98,0.3611650485436894
99,0.11764705882352941
100,0.45281026640675764
101,0.2791878172588833
102,0.0
103,0.5186046511627906
104,0.2757352941176471
105,0.8655845194306733
106,0.03731343283582089
107,0.05952380952380952
108,0.13245033112582782
109,0.35396825396825404
110,0.10752688172043011
111,0.04672897196261682
112,0.4262413264846356
113,0.4209183673469388
114,0.7535676992690566
115,0.053763440860215055
116,0.4554612482853224
117,0.2777777777777778
118,0.43859649122807015
119,0.0
120,0.12096774193548389
121,0.41333333333333333
122,0.3024390243902439
123,0.16025641025641027
124,0.2410901467505241
125,0.15243902439024393
126,0.16986301369863013
127,0.052083333333333336
128,0.5076628352490422
129,0.07462686567164181
130,0.18402984089258598
131,0.041666666666666664
132,0.6160910087719298
133,0.5624142661179699
134,0.07092198581560283
135,0.1916932907348243
136,0.042735042735042736
137,0.0
138,0.4209183673469388
139,0.5033557046979866
140,0.37077294685990336
141,0.5044843049327353
142,0.283969465648855
143,0.20629084967320263
144,0.10416666666666667
145,0.36695447409733134
146,0.17503805175038048
147,0.4507472280250683
148,0.058139534883720936
149,0.4694736842105264
150,0.2630208333333334
151,0.15384615384615385
152,0.30243902439024395
153,0.44874175875197325
154,0.053191489361702135
155,0.4304127666104036
156,0.0
157,0.05813953488372092
158,0.08264462809917356
159,0.22924133811230588
160,0.0
161,0.2687026515151515
162,0.07194244604316548
163,0.09009009009009009
164,0.050505050505050504
165,0.16025641025641024
166,0.15625000000000003
167,0.3
168,0.13333333333333336
169,0.2254464285714286
170,0.17045454545454547
171,0.12121212121212122
172,0.16304347826086957
173,0.2382060831781502
174,0.30547250747432736
175,0.5212782787533617
176,0.6326241134751773
177,0.06756756756756757
178,0.025641025641025637
179,0.06289308176100629
180,0.3234880450070324
181,0.14534883720930233
182,0.2358490566037736
183,0.136660724896019
184,0.08021390374331552
185,0.0
186,0.5904042906695428
187,0.45231071779744353
188,0.4227074235807861
189,0.5211406096361849
190,0.11152416356877323
191,0.10204081632653063
192,0.27499999999999997
193,0.11811023622047245
194,0.47365214742613465
195,0.48557692307692313
196,0.28876333961079725
197,0.6044703595724005
198,0.2113636363636364
199,0.4730983302411873
200,0.09259259259259259
201,0.2796992481203008
202,0.186
203,0.23509403761504602
204,0.07092198581560284
205,0.36003080477474014
206,0.0
207,0.08264462809917356
208,0.6036363636363636
209,0.33513513513513515
210,0.15625000000000003
211,0.056179775280898875
212,0.11029411764705883
213,0.03816793893129772
214,0.16304347826086957
215,0.3490542558486809
216,0.3373880416364077
217,0.19379844961240308
218,0.19083969465648856
219,0.5798969072164949
220,0.3490542558486809
221,0.42372881355932196
222,0.23148148148148148
223,0.23509403761504602
224,0.10869565217391305
225,0.4121863799283154
226,0.38749999999999996
227,0.1597222222222222
228,0.3074380165289256
229,0.14598540145985403
230,0.2654867256637168
231,0.4091743119266055
232,0.07092198581560284
233,0.2066115702479339
234,0.19886363636363635
235,0.1214574898785425
236,0.038461538461538464
237,0.07317073170731707
238,0.5522412793106306
239,0.41481810115350487
240,0.08928571428571427
241,0.14285714285714288
242,0.42315262122025415
243,0.1904761904761905
244,0.03787878787878788
245,0.125
246,0.5644248188405797
247,0.0900900900900901
248,0.4291931169401525
249,0.16449410304158912
250,0.24572649572649574
251,0.5738636363636362
252,0.1485148514851485
253,0.6089882761615284
254,0.27555555555555555
255,0.34090909090909094
256,0.2369426751592357
257,0.09868421052631578
258,0.479479337993421
259,0.16666666666666669
260,0.7494855967078189
261,0.043859649122807015
262,0.13888888888888892
263,0.40031397174254324
264,0.6003623188405798
265,0.15283842794759825
266,0.5647590361445782
267,0.10101010101010101
268,0.15503875968992248
269,0.7671170677480468
270,0.469220475075276
271,0.20325203252032523
272,0.0
273,0.6641604010025063
274,0.04854368932038835
275,0.2578450735132763
276,0.6932463707132337
277,0.11450381679389313
278,0.48387096774193555
279,0.21739130434782608
280,0.0423728813559322
281,0.3186442615454962
282,0.26956521739130435
283,0.1092896174863388
284,0.1111111111111111
285,0.7489483173076925
286,0.22988505747126436
287,0.1750380517503805
288,0.5037252996436669
289,0.0
290,0.19138755980861244
291,0.13422818791946306
292,0.04761904761904762
293,0.21502890173410405
294,0.3292035398230088
295,0.10288065843621398
296,0.6388888888888888
297,0.1630434782608696
298,0.24223275408109526
299,0.48927263212977484
300,0.043859649122807015
301,0.544322611402451
302,0.14124293785310738
303,0.4406914893617021
304,0.09868421052631579
305,0.15306122448979592
306,0.3024390243902439
307,0.18146341463414636
308,0.18987341772151897
309,0.06410256410256411
310,0.3911994485294118
311,0.4178459705049902
312,0.13793103448275865
313,0.2977594339622641
314,0.1293103448275862
315,0.34967102831374297
316,0.1179245283018868
317,0.13392857142857142
318,0.17857142857142858
319,0.2147239263803681
320,0.24539877300613494
321,0.10752688172043011
322,0.2165725047080979
323,0.21551724137931036
324,0.16806722689075632
325,0.05952380952380953
326,0.1470588235294118
327,0.1986754966887417
328,0.4333803668615199
329,0.06289308176100629
330,0.13043478260869565
331,0.11627906976744187
332,0.6758281201928009
333,0.27555555555555555
334,0.4125661375661375
335,0.26382978723404255
336,0.6284153005464482
337,0.2254464285714286
338,0.3993055555555555
339,0.14851485148514854
340,0.36695447409733123
341,0.0909090909090909
342,0.0
343,0.10869565217391304
344,0.0
345,0.2718676122931442
346,0.1342281879194631
347,0.18018018018018017
348,0.4168224299065421
349,0.36771924083769636
350,0.42720073103868417
351,0.3983989919578994
352,0.78125
353,0.1680672268907563
354,0.22522522522522523
355,0.443841872413301
356,0.045685279187817264
357,0.15503875968992248
358,0.24000000000000005
359,0.22871376811594205
360,0.6743002544529263
361,0.39555839364268486
362,0.06211180124223602
363,0.17241379310344826
364,0.38110236220472443
365,0.03597122302158274
366,0.08333333333333333
367,0.0
368,0.14492753623188406
369,0.44448627844712185
370,0.03125
371,0.5960431654676259
372,0.06289308176100628
373,0.13043478260869562
374,0.13333333333333333
375,0.3517774802915366
376,0.4207547169811322
377,0.4043478260869566
378,0.5523333333333335
379,0.2840909090909091
380,0.5204301075268818
381,0.2611779458442729
382,0.1724137931034483
383,0.5738636363636362
384,0.3630728775356874
385,0.145985401459854
386,0.7488193624557261
387,0.09174311926605505
388,0.1020408163265306
389,0.07537688442211055
390,0.39999999999999997
391,0.21475256769374415
392,0.12345679012345678
393,0.11627906976744187
394,0.14492753623188406
395,0.6484537313432835
396,0.8586206896551724
397,0.12077294685990339
398,0.209471766848816
399,0.1269035532994924
400,0.0
401,0.3263157894736842
402,0.28615384615384615
403,0.2929133858267717
404,0.3509433962264151
405,0.1879699248120301
406,0.15756302521008406
407,0.28046306241794966
408,0.0
409,0.0
410,0.5180180180180182
411,0.12
412,0.17985611510791366
413,0.2531645569620253
414,0.4989690721649485
415,0.7389312977099237
416,0.3993055555555556
417,0.1639344262295082
418,0.4208333333333334
419,0.37860082304526754
