,metor
0,0.125
1,0.48891694725028073
2,0.14925373134328362
3,0.15748031496062995
4,0.4042636162745352
5,0.4541366906474821
6,0.25952743902439024
7,0.15845070422535212
8,0.37037037037037035
9,0.16163793103448273
10,0.15723270440251574
11,0.2203065134099617
12,0.19480519480519481
13,0.04424778761061947
14,0.11049723756906078
15,0.06289308176100628
16,0.13888888888888892
17,0.2806122448979592
18,0.5179558011049724
19,0.5289617486338797
20,0.3875
21,0.287180740559697
22,0.4621761658031089
23,0.2344546381243629
24,0.21657250470809797
25,0.07633587786259541
26,0.03496503496503496
27,0.3308953639259171
28,0.051020408163265314
29,0.1234567901234568
30,0.19083969465648856
31,0.49668874172185434
32,0.6526761648055449
33,0.5437352245862884
34,0.5859590934217801
35,0.08379888268156427
36,0.317948717948718
37,0.47024404167261313
38,0.2883720930232559
39,0.05617977528089888
40,0.3155006858710563
41,0.2754484043792221
42,0.03968253968253969
43,0.3444444444444445
44,0.06711409395973156
45,0.11029411764705882
46,0.2244857594936709
47,0.03759398496240602
48,0.12048192771084339
49,0.11627906976744187
50,0.36764705882352944
51,0.1293103448275862
52,0.16483516483516483
53,0.19329896907216496
54,0.0
55,0.2822784810126583
56,0.14204545454545456
57,0.38448275862068965
58,0.5145413870246085
59,0.16666666666666669
60,0.8205871469100776
61,0.16483516483516486
62,0.16666666666666666
63,0.3526410564225691
64,0.24226641414141417
65,0.2939399171270718
66,0.5921052631578947
67,0.11695906432748537
68,0.31096059113300495
69,0.2410901467505241
70,0.11811023622047244
71,0.1
72,0.03968253968253969
73,0.14285714285714285
74,0.33223684210526316
75,0.26408450704225356
76,0.297029702970297
77,0.11976047904191615
78,0.10917030567685591
79,0.11278195488721804
80,0.31
81,0.06465517241379311
82,0.1293103448275862
83,0.11737089201877936
84,0.3854922279792747
85,0.0
86,0.29291338582677173
87,0.2929133858267717
88,0.34684065934065933
89,0.5849889624724063
90,0.08928571428571427
91,0.043478260869565216
92,0.20629084967320263
93,0.11363636363636363
94,0.16129032258064516
95,0.43725490196078437
96,0.05555555555555555
97,0.27562749237626083
98,0.3611650485436894
99,0.10989010989010989
100,0.05524861878453039
101,0.15625
102,0.23555555555555552
103,0.49010989010989015
104,0.07462686567164181
105,0.8664694280078895
106,0.03968253968253968
107,0.33938172043010756
108,0.0628930817610063
109,0.3484375
110,0.0
111,0.04807692307692308
112,0.42010835775823796
113,0.41481810115350487
114,0.11560693641618497
115,0.0
116,0.510645375914837
117,0.30065359477124187
118,0.398936170212766
119,0.06329113924050633
120,0.14563106796116504
121,0.3647058823529412
122,0.2796992481203008
123,0.15625
124,0.2388369678089304
125,0.14705882352941174
126,0.19559123343527013
127,0.06410256410256411
128,0.4990583804143126
129,0.07042253521126761
130,0.1901302776072574
131,0.05154639175257733
132,0.6160910087719298
133,0.5311690291114161
134,0.06711409395973153
135,0.3171717171717172
136,0.03676470588235294
137,0.0
138,0.24790051679586564
139,0.4901960784313726
140,0.0
141,0.5014731004431681
142,0.3362573099415204
143,0.10067114093959731
144,0.22682926829268296
145,0.24473684210526317
146,0.186536901865369
147,0.44034536891679743
148,0.0617283950617284
149,0.42884615384615393
150,0.2525
151,0.15625
152,0.06369426751592357
153,0.527810650887574
154,0.04761904761904762
155,0.41481810115350487
156,0.0
157,0.05747126436781609
158,0.07936507936507937
159,0.274242912371134
160,0.0
161,0.275448404379222
162,0.10204081632653061
163,0.13698630136986303
164,0.04672897196261682
165,0.08474576271186442
166,0.23023023023023023
167,0.256551724137931
168,0.14084507042253522
169,0.1
170,0.17142857142857143
171,0.11834319526627218
172,0.28603830645161293
